"filename", "language", "C++", "comment", "blank", "total"
"/home/jcoli/develop/Platformio/projects/grow_sensor_103/src/can_control.cpp", "C++", 70, 27, 44, 141
"/home/jcoli/develop/Platformio/projects/grow_sensor_103/src/input_analog_control.cpp", "C++", 205, 41, 64, 310
"/home/jcoli/develop/Platformio/projects/grow_sensor_103/src/main.cpp", "C++", 71, 14, 26, 111
"Total", "-", 346, 82, 134, 562
